codigo_ibg,UF,MUNIC,DMU,Score,Beta,Área_prop,Orient_tecn,Queimada,Agricultura_ organ,Trabalho_infantil,Laço_parentesco,Financiamento,Sabem_ ler,Köppen,Altitude,T_Mean,R_Mean,X,Y
1507458,Pará,      São Geraldo do Araguaia,272,0.555969,0.7986602,0.99,0.00,1.00,0.00,0.07,0.83,0.83,0.29,Aw,189.49,27.23,159.85,-48.7500,-6.1900
1507466,Pará,      São João da Ponta,273,0.761756,0.3127567,1.00,0.00,1.00,0.00,0.00,1.00,0.72,0.39,Am,25.45,27.80,248.19,-47.9600,-0.8700
1507474,Pará,      São João de Pirabas,274,0.58645,0.7051755,0.97,0.00,1.00,0.06,0.02,0.97,0.81,0.21,Am,20.45,27.79,228.83,-47.2100,-0.7800
1507508,Pará,      São João do Araguaia,275,0.741635,0.3483716,0.92,0.00,1.00,0.00,0.11,0.76,0.96,0.56,Aw,125.93,27.57,155.57,-48.7000,-5.4500
1507607,Pará,      São Miguel do Guamá,276,0.932803,0.07203717,0.58,0.00,1.00,0.00,0.07,0.84,0.95,0.42,Am,30.52,27.84,232.19,-47.6100,-1.5500
1507706,Pará,      São Sebastião da Boa Vista,277,0.580421,0.7228877,0.96,0.00,1.00,0.00,0.08,0.83,0.90,0.27,Af,17.55,27.91,242.75,-49.6800,-1.4300
1507755,Pará,      Sapucaia,278,0.995045,0.004979334,1.00,0.00,1.00,0.00,0.02,0.93,0.88,0.51,Am,202.20,27.17,175.99,-49.5700,-6.8400
1507805,Pará,      Senador José Porfírio,279,0.653452,0.5303346,0.92,0.00,1.00,0.00,0.07,0.86,0.93,0.47,Am,169.41,27.35,227.96,-51.7700,-4.1700
1507904,Pará,      Soure,280,0.58819,0.7001315,0.99,0.00,1.00,0.02,0.01,0.98,0.93,0.16,Am,3.97,27.86,254.56,-48.6400,-0.4900
1507953,Pará,      Tailândia,281,0.624022,0.6025078,0.97,0.00,1.00,0.00,0.02,0.93,0.95,0.45,Am,59.97,27.83,216.70,-48.7400,-2.9100
1507961,Pará,      Terra Alta,282,1,0,0.91,0.00,1.00,0.00,0.01,0.98,0.95,0.23,Am,36.70,27.75,245.30,-47.8500,-1.0000
1507979,Pará,      Terra Santa,283,0.688875,0.4516423,0.93,0.00,1.00,0.00,0.04,0.90,0.88,0.11,Am,44.71,27.38,185.20,-56.4600,-1.9500
1508001,Pará,      Tomé-Açu,284,0.616681,0.6215833,0.99,0.00,1.00,0.02,0.04,0.90,0.85,0.33,Af,54.38,27.83,216.84,-48.2700,-2.6400
1508035,Pará,      Tracuateua,285,0.593576,0.6847052,0.92,0.00,0.99,0.16,0.02,0.93,0.87,0.34,Am,25.00,27.79,215.06,-46.9300,-1.0200
1508050,Pará,      Trairão,286,0.662347,0.5097833,0.80,0.00,1.00,0.00,0.05,0.90,0.92,0.35,Af,169.96,27.14,213.92,-56.0000,-5.1300
1508084,Pará,      Tucumã,287,0.636495,0.5711043,0.44,0.00,1.00,0.00,0.03,0.94,0.84,0.56,Am,244.83,26.99,184.13,-51.3900,-6.8200
1508100,Pará,      Tucuruí,288,1,0,0.97,0.00,1.00,0.02,0.01,0.98,0.96,0.73,Am,102.65,27.68,201.71,-49.8200,-3.8600
1508126,Pará,      Ulianópolis,289,1,0,0.98,0.00,1.00,0.00,0.04,0.87,0.99,0.53,Aw,154.70,27.36,160.91,-47.4900,-3.8100
1508159,Pará,      Uruará,290,0.744349,0.3434551,0.98,0.00,0.99,0.01,0.07,0.83,0.89,0.36,Af,198.48,27.12,193.58,-53.8100,-3.5800
1508209,Pará,      Vigia,291,0.664013,0.5059938,0.95,0.00,1.00,0.04,0.04,0.92,0.91,0.25,Am,16.94,27.84,250.03,-48.1400,-0.8900
1508308,Pará,      Viseu,292,0.867571,0.1526437,0.84,0.00,0.99,0.01,0.05,0.91,0.95,0.43,Am,36.62,27.76,204.91,-46.4600,-1.5300
1508357,Pará,      Vitória do Xingu,293,0.844838,0.1836586,0.95,0.00,1.00,0.01,0.07,0.83,0.94,0.51,Am,93.31,27.65,199.07,-51.9700,-3.1400
1508407,Pará,      Xinguara,294,0.591007,0.6920288,0.73,0.00,1.00,0.00,0.04,0.89,0.84,0.42,Am,226.83,27.05,176.15,-49.6400,-6.9200
1600055,Amapá,      Serra do Navio,295,0.622368,0.6067666,1.00,0.02,1.00,0.00,0.02,0.95,0.96,0.48,Am,175.51,26.57,267.53,-52.2700,1.6500
1600105,Amapá,      Amapá,296,0.681266,0.4678563,0.95,0.01,0.99,0.01,0.02,0.95,0.90,0.41,Am,32.98,27.28,265.98,-50.5800,1.7700
1600154,Amapá,      Pedra Branca do Amapari,297,0.607204,0.6468923,0.66,0.05,1.00,0.00,0.08,0.83,0.94,0.37,Am,197.59,26.56,257.71,-52.5200,1.1600
1600204,Amapá,      Calçoene,298,0.983355,0.01692718,0.89,0.42,1.00,0.02,0.03,0.93,0.95,0.72,Am,95.17,26.81,278.69,-51.4000,2.4300
1600212,Amapá,      Cutias,299,0.854665,0.1700486,0.97,0.05,1.00,0.05,0.05,0.83,0.98,0.22,Am,11.38,27.54,240.78,-50.4900,1.0400
1600238,Amapá,      Ferreira Gomes,300,0.665428,0.502793,0.89,0.00,0.99,0.00,0.04,0.92,0.99,0.40,Am,98.46,27.11,252.52,-51.4200,0.9600
1600253,Amapá,      Itaubal,301,1,0,0.98,0.01,1.00,0.02,0.02,0.95,0.95,0.16,Am,11.97,27.63,237.19,-50.6400,0.5400
1600279,Amapá,      Laranjal do Jari,302,0.848898,0.177998,0.78,0.01,0.95,0.00,0.03,0.94,0.95,0.60,Am,262.66,26.23,238.58,-53.3100,1.1000
1600303,Amapá,      Macapá,303,0.658207,0.5192794,0.77,0.01,0.99,0.02,0.02,0.96,0.93,0.52,Am,16.71,27.59,236.53,-50.7000,0.5500
1600402,Amapá,      Mazagão,304,0.845884,0.1821949,0.82,0.08,0.98,0.02,0.05,0.89,0.97,0.60,Am,113.18,27.20,237.82,-51.9500,-0.0700
1600501,Amapá,      Oiapoque,305,0.65006,0.5383203,0.81,0.02,0.97,0.00,0.08,0.83,1.00,0.54,Am,103.18,26.58,272.39,-51.9000,3.0900
1600535,Amapá,      Porto Grande,306,0.719893,0.3890946,0.96,0.01,1.00,0.00,0.05,0.89,0.87,0.79,Am,108.91,27.12,246.85,-51.6700,0.5900
1600550,Amapá,      Pracuúba,307,0.751902,0.3299613,0.98,0.03,1.00,0.01,0.02,0.94,0.98,0.54,Am,100.62,26.97,266.84,-51.2800,1.6300
1600600,Amapá,      Santana,308,0.669788,0.4930093,0.93,0.08,1.00,0.01,0.05,0.88,0.93,0.32,Am,24.21,27.61,234.45,-51.3800,0.1300
1600709,Amapá,      Tartarugalzinho,309,1,0,0.99,0.01,0.98,0.00,0.06,0.88,0.84,0.17,Am,61.16,27.24,254.97,-50.9900,1.3000
1600808,Amapá,      Vitória do Jari,310,1,0,1.00,0.02,1.00,0.00,0.04,0.91,0.93,0.95,Am,42.23,27.66,223.70,-52.0600,-1.0000
1701002,Tocantins,      Ananás,311,1,0,1.00,0.00,1.00,0.01,0.05,0.88,0.95,0.28,Aw,175.77,27.27,149.44,-48.1900,-6.2300
1701051,Tocantins,      Angico,312,0.612837,0.6317563,1.00,0.00,1.00,0.00,0.02,0.94,0.85,0.23,Aw,296.39,26.63,144.81,-47.9100,-6.4400
1701309,Tocantins,      Aragominas,313,0.86799,0.1520867,0.68,0.00,1.00,0.05,0.09,0.80,0.82,0.39,Aw,220.28,27.03,162.80,-48.6300,-6.9500
1702109,Tocantins,      Araguaína,314,1,0,0.99,0.01,1.00,0.09,0.09,0.80,0.94,0.43,Aw,239.27,26.91,158.76,-48.5900,-7.3300
1702158,Tocantins,      Araguanã,315,0.733021,0.3642172,1.00,0.00,1.00,0.00,0.07,0.82,0.59,0.90,Aw,194.39,27.17,160.69,-48.5300,-6.7900
1702208,Tocantins,      Araguatins,316,0.741572,0.3484858,0.93,0.00,1.00,0.01,0.08,0.82,0.93,0.64,Aw,152.34,27.41,141.15,-48.1100,-5.6700
1702307,Tocantins,      Arapoema,317,0.762269,0.3118729,0.99,0.00,1.00,0.00,0.01,0.98,0.88,0.14,Aw,190.96,27.14,161.06,-49.0000,-7.7200
1703057,Tocantins,      Bandeirantes do Tocantins,318,0.985104,0.01512114,1.00,0.00,1.00,0.01,0.00,0.99,0.88,0.79,Aw,283.55,26.65,156.96,-48.6800,-7.9000
1703206,Tocantins,      Bernardo Sayão,319,1,0,0.89,0.00,1.00,0.00,0.05,0.90,0.83,0.16,Aw,190.72,27.12,157.62,-48.9700,-7.9800
1703602,Tocantins,      Brasilândia do Tocantins,320,0.64128,0.5593819,0.97,0.00,1.00,0.00,0.00,0.99,0.78,0.09,Aw,264.51,26.69,152.88,-48.4400,-8.2900
1703800,Tocantins,      Buriti do Tocantins,321,1,0,0.95,0.00,1.00,0.08,0.06,0.88,0.79,0.28,Aw,131.59,27.52,138.93,-48.1400,-5.3400
1703883,Tocantins,      Carmolândia,322,0.918496,0.08873692,1.00,0.00,1.00,0.00,0.09,0.76,0.79,0.34,Aw,240.68,26.91,157.80,-48.3700,-7.0500
1705508,Tocantins,      Colinas do Tocantins,323,0.828073,0.2076233,0.99,0.00,1.00,0.00,0.01,0.97,0.81,0.22,Aw,303.17,26.52,154.37,-48.5300,-8.0800
1706001,Tocantins,      Couto de Magalhães,324,0.628792,0.5903508,0.98,0.00,1.00,0.01,0.05,0.89,0.90,0.51,Aw,193.45,27.07,156.38,-49.1600,-8.4400
1707405,Tocantins,      Esperantina,325,0.581241,0.7204571,0.99,0.00,1.00,0.00,0.07,0.85,0.84,0.55,Aw,102.20,27.68,152.19,-48.5400,-5.3300
1708254,Tocantins,      Fortaleza do Tabocão,326,0.682733,0.4647021,0.99,0.01,1.00,0.03,0.02,0.95,0.99,0.51,Aw,310.86,26.37,152.30,-48.5500,-9.0700
1709302,Tocantins,      Guaraí,327,0.644752,0.5509836,1.00,0.00,1.00,0.01,0.03,0.93,0.95,0.32,Aw,303.46,26.44,151.81,-48.4400,-8.7400
1711100,Tocantins,      Itaporã do Tocantins,328,0.591572,0.690411,1.00,0.00,1.00,0.00,0.04,0.87,0.86,0.34,Aw,316.24,26.43,154.94,-48.7500,-8.4500
1711803,Tocantins,      Juarina,329,0.724048,0.3811238,1.00,0.00,1.00,0.00,0.08,0.84,0.78,0.14,Aw,184.98,27.14,156.00,-49.1100,-8.1400
1713957,Tocantins,      Muricilândia,330,1,0,1.00,0.00,1.00,0.00,0.09,0.80,0.96,0.55,Aw,190.70,27.19,165.06,-48.7900,-7.0000
1714880,Tocantins,      Nova Olinda,331,0.553441,0.8068789,0.98,0.00,1.00,0.04,0.07,0.83,0.90,0.40,Aw,268.42,26.73,154.14,-48.3600,-7.6400
1716307,Tocantins,      Pau D'Arco,332,0.599999,0.6666691,1.00,0.00,1.00,0.00,0.08,0.83,0.82,0.21,Aw,212.13,27.05,163.34,-48.9900,-7.5500
1716703,Tocantins,      Colméia,333,0.569521,0.7558626,0.94,0.00,1.00,0.00,0.08,0.83,0.84,0.42,Aw,330.97,26.31,154.63,-48.7600,-8.8400
1717206,Tocantins,      Piraquê,334,1,0,1.00,0.01,1.00,0.01,0.07,0.85,0.87,0.32,Aw,198.93,27.13,154.31,-48.2400,-6.7400
1718402,Tocantins,      Presidente Kennedy,335,0.621752,0.6083578,0.95,0.00,1.00,0.00,0.01,0.97,0.87,0.22,Aw,283.02,26.58,152.48,-48.4600,-8.4600
1718550,Tocantins,      Riachinho,336,0.575517,0.7375684,0.81,0.00,1.00,0.00,0.05,0.88,0.87,0.33,Aw,174.21,27.27,150.18,-48.1400,-6.4600
1718865,Tocantins,      Santa Fé do Araguaia,337,0.605568,0.6513415,0.99,0.00,1.00,0.00,0.07,0.84,0.97,0.37,Aw,194.68,27.17,167.15,-48.9700,-7.0900
1720309,Tocantins,      São Sebastião do Tocantins,338,0.609005,0.6420231,1.00,0.00,1.00,0.00,0.03,0.94,0.73,0.57,Aw,114.67,27.61,144.85,-48.3300,-5.2400
1722081,Tocantins,      Wanderlândia,339,0.618365,0.6171676,0.99,0.00,1.00,0.02,0.04,0.92,0.93,0.22,Aw,281.35,26.69,147.79,-48.0000,-6.9100
1722107,Tocantins,      Xambioá,340,0.635316,0.5740209,0.95,0.00,1.00,0.01,0.06,0.86,0.85,0.32,Aw,207.92,27.11,157.53,-48.4500,-6.5500
2100055,Maranhão,      Açailândia,341,0.554063,0.8048497,0.98,0.00,1.00,0.00,0.05,0.90,0.90,0.54,Aw,274.54,26.75,125.09,-47.3300,-4.7900
2100204,Maranhão,      Alcântara,342,0.607817,0.6452318,0.96,0.04,1.00,0.05,0.04,0.91,0.94,0.42,As,18.55,27.80,172.03,-44.5300,-2.3900
2100402,Maranhão,      Altamira do Maranhão,343,0.575224,0.7384518,0.99,0.00,1.00,0.00,0.00,0.99,0.90,0.54,Aw,64.79,27.70,133.78,-45.4900,-4.1200
2100477,Maranhão,      Alto Alegre do Pindaré,344,0.627444,0.5937676,0.97,0.00,1.00,0.00,0.04,0.92,0.90,0.49,Aw,94.55,27.58,139.55,-46.0100,-3.8800
2100550,Maranhão,      Amapá do Maranhão,345,0.566976,0.7637441,0.80,0.00,1.00,0.00,0.04,0.93,0.94,0.46,Aw,54.78,27.66,134.02,-45.9500,-1.6700
2100600,Maranhão,      Amarante do Maranhão,346,0.591008,0.6920244,0.89,0.00,0.99,0.00,0.06,0.85,0.85,0.44,Aw,272.33,26.69,110.59,-46.5800,-5.2800
2100709,Maranhão,      Anajatuba,347,0.603295,0.6575637,0.72,0.00,1.00,0.00,0.03,0.94,0.98,0.63,Am,8.00,27.91,144.60,-44.5900,-3.2500
2100832,Maranhão,      Apicum-Açu,348,0.576483,0.7346566,0.66,0.00,1.00,0.07,0.01,0.96,0.97,0.62,As,12.26,27.81,157.04,-45.0300,-1.5300
2100873,Maranhão,      Araguanã,349,0.880021,0.1363364,0.97,0.00,1.00,0.02,0.11,0.77,0.91,0.37,Am,48.73,27.78,173.15,-45.7900,-3.0800
2100956,Maranhão,      Arame,350,0.615184,0.6255293,0.91,0.00,1.00,0.00,0.07,0.84,0.97,0.81,Aw,234.60,26.84,106.95,-45.9500,-5.0300
2101004,Maranhão,      Arari,351,0.561964,0.7794738,0.89,0.00,1.00,0.01,0.01,0.97,0.92,0.44,Am,10.43,27.92,144.61,-44.7300,-3.5300
2101103,Maranhão,      Axixá,352,0.571126,0.7509261,0.72,0.00,1.00,0.00,0.03,0.94,0.92,0.20,As,24.18,27.76,164.19,-44.1000,-2.8200
2101202,Maranhão,      Bacabal,353,0.695514,0.4377861,0.84,0.00,1.00,0.00,0.03,0.94,0.93,0.52,Aw,28.97,27.83,139.19,-44.7600,-4.1700
2101251,Maranhão,      Bacabeira,354,0.640552,0.5611534,1.00,0.00,1.00,0.04,0.03,0.92,0.90,0.26,Aw,11.17,27.86,160.50,-44.3700,-2.9300
2101301,Maranhão,      Bacuri,355,0.60449,0.6542877,0.57,0.00,1.00,0.00,0.02,0.94,0.90,0.56,As,16.39,27.81,157.90,-45.1600,-1.6900
2101350,Maranhão,      Bacurituba,356,0.581056,0.7210031,1.00,0.00,1.00,0.00,0.01,0.97,0.98,0.47,As,2.93,27.91,165.55,-44.6300,-2.6900
2101772,Maranhão,      Bela Vista do Maranhão,357,0.531636,0.8809846,0.96,0.00,1.00,0.00,0.02,0.96,0.75,0.42,Aw,26.25,27.88,150.08,-45.2700,-3.7600
2101905,Maranhão,      Bequimão,358,0.682626,0.4649318,0.50,0.00,1.00,0.00,0.06,0.87,0.94,0.34,As,15.32,27.84,165.75,-44.7800,-2.4300
2101970,Maranhão,      Boa Vista do Gurupi,359,0.582679,0.7162101,1.00,0.00,1.00,0.00,0.02,0.93,0.91,0.70,Am,27.09,27.82,211.03,-46.1800,-1.7600
2102002,Maranhão,      Bom Jardim,360,0.698453,0.4317356,0.85,0.00,1.00,0.00,0.07,0.85,0.91,0.69,Aw,150.31,27.32,141.70,-46.4200,-3.9000
2102036,Maranhão,      Bom Jesus das Selvas,361,0.534547,0.8707442,0.84,0.00,1.00,0.00,0.04,0.91,0.92,0.52,Aw,227.39,26.94,121.01,-46.6900,-4.6000
2102077,Maranhão,      Bom Lugar,362,0.71491,0.3987783,0.99,0.00,1.00,0.00,0.05,0.91,0.82,0.70,Aw,40.55,27.80,136.28,-45.0200,-4.3500
2102150,Maranhão,      Brejo de Areia,363,0.59236,0.6881625,1.00,0.00,1.00,0.00,0.04,0.85,0.75,0.43,Aw,126.40,27.38,127.82,-45.6500,-4.3700
2102325,Maranhão,      Buriticupu,364,0.53396,0.8728006,0.65,0.00,1.00,0.00,0.02,0.95,0.91,0.47,Aw,239.19,26.85,120.80,-46.3400,-4.4900
2102374,Maranhão,      Cachoeira Grande,365,0.603964,0.6557272,0.08,0.00,1.00,0.00,0.03,0.94,0.95,0.38,Am,59.86,27.56,166.23,-43.9300,-3.1200
2102408,Maranhão,      Cajapió,366,0.629238,0.5892243,0.60,0.00,1.00,0.15,0.04,0.92,0.94,0.32,Aw,5.62,27.90,161.12,-44.5700,-2.8600
2102507,Maranhão,      Cajari,367,0.557764,0.7928719,0.41,0.00,1.00,0.00,0.04,0.91,0.94,0.29,Am,10.22,27.94,153.65,-45.0500,-3.3900
2102606,Maranhão,      Cândido Mendes,368,0.535346,0.8679498,0.89,0.00,1.00,0.00,0.04,0.90,0.99,0.56,Am,34.07,27.74,215.27,-45.6800,-1.6200
2102903,Maranhão,      Carutapera,369,0.624465,0.6013713,0.90,0.00,1.00,0.00,0.02,0.96,0.98,0.39,As,22.87,27.79,193.20,-46.0300,-1.3500
2103109,Maranhão,      Cedral,370,0.570567,0.7526415,0.55,0.00,1.00,0.00,0.00,0.99,0.99,0.14,As,24.47,27.74,164.93,-44.5900,-1.9800
2103125,Maranhão,      Central do Maranhão,371,0.703031,0.4224122,0.96,0.00,1.00,0.00,0.01,0.98,0.91,0.49,As,24.93,27.79,167.35,-44.8600,-2.2500
2103158,Maranhão,      Centro do Guilherme,372,0.623743,0.6032237,0.99,0.00,1.00,0.00,0.01,0.97,0.93,0.32,Am,67.26,27.66,214.10,-46.1200,-2.4300
2103174,Maranhão,      Centro Novo do Maranhão,373,0.646765,0.5461575,0.97,0.00,1.00,0.01,0.03,0.94,0.96,0.63,Am,111.70,27.49,176.29,-46.5300,-3.0700
2103257,Maranhão,      Cidelândia,374,0.581801,0.7188016,0.98,0.00,1.00,0.00,0.05,0.90,0.87,0.29,Aw,256.09,26.87,130.66,-47.8300,-5.0600
2103554,Maranhão,      Conceição do Lago-Açu,375,0.619557,0.6140552,0.82,0.00,1.00,0.00,0.05,0.87,0.76,0.70,Aw,11.67,27.93,145.55,-44.8400,-3.8000
2103703,Maranhão,      Cururupu,376,0.614295,0.627882,0.64,0.00,1.00,0.00,0.00,0.99,0.94,0.58,As,15.47,27.78,150.11,-44.8100,-1.7000
2104305,Maranhão,      Godofredo Viana,377,1,0,0.99,0.00,1.00,0.01,0.02,0.95,0.93,0.29,Am,19.70,27.80,206.11,-45.7600,-1.3700
2104651,Maranhão,      Governador Newton Bello,378,0.602752,0.6590584,0.98,0.00,1.00,0.00,0.08,0.83,0.87,0.47,Am,56.19,27.76,156.38,-45.9300,-3.4200
2104677,Maranhão,      Governador Nunes Freire,379,0.620783,0.6108701,0.79,0.00,1.00,0.01,0.02,0.97,0.93,0.57,Am,53.28,27.69,217.21,-45.8200,-2.0600
2104909,Maranhão,      Guimarães,380,0.639436,0.5638786,0.69,0.00,1.00,0.00,0.01,0.98,0.94,0.22,As,19.90,27.79,172.50,-44.6400,-2.1500
2105005,Maranhão,      Humberto de Campos,381,0.878597,0.1381783,0.88,0.00,1.00,0.00,0.05,0.90,0.98,0.62,As,27.56,27.68,158.56,-43.5800,-2.6100
2105104,Maranhão,      Icatu,382,0.701682,0.4251478,0.96,0.00,0.99,0.00,0.01,0.97,0.98,0.47,As,24.07,27.73,162.05,-43.8700,-2.6200
2105153,Maranhão,      Igarapé do Meio,383,0.74768,0.3374702,0.72,0.00,1.00,0.00,0.01,0.98,0.97,0.78,Am,19.26,27.91,152.34,-45.1200,-3.6600
2105302,Maranhão,      Imperatriz,384,0.584643,0.7104447,0.98,0.00,1.00,0.05,0.02,0.96,0.90,0.33,Aw,159.10,27.35,123.26,-47.5800,-5.3400
2105401,Maranhão,      Itapecuru Mirim,385,0.841669,0.1881161,0.66,0.00,0.99,0.00,0.07,0.84,0.96,0.63,Am,40.97,27.71,150.47,-44.2800,-3.3900
2105427,Maranhão,      Itinga do Maranhão,386,0.632785,0.580316,0.91,0.00,1.00,0.00,0.05,0.89,0.91,0.42,Aw,204.65,27.10,139.33,-47.2600,-4.2700
2105500,Maranhão,      João Lisboa,387,0.603983,0.6556744,1.00,0.00,1.00,0.01,0.03,0.94,0.85,0.36,Aw,250.19,26.86,118.02,-47.1300,-5.2300
2105658,Maranhão,      Junco do Maranhão,388,1,0,0.97,0.00,1.00,0.00,0.03,0.91,0.93,0.50,Am,38.53,27.77,217.67,-46.1200,-1.9200
2105708,Maranhão,      Lago da Pedra,389,0.782765,0.2775234,0.91,0.00,1.00,0.02,0.07,0.85,0.71,0.51,Aw,168.15,27.13,126.80,-45.2100,-4.7400
2105807,Maranhão,      Lago do Junco,390,0.54571,0.832476,0.91,0.00,1.00,0.00,0.08,0.83,0.86,0.50,Aw,68.73,27.64,133.10,-44.9800,-4.5200
2105906,Maranhão,      Lago Verde,391,0.582051,0.7180638,0.99,0.00,1.00,0.00,0.04,0.91,0.95,0.49,Aw,19.69,27.89,143.84,-44.8800,-3.9900
2106201,Maranhão,      Luís Domingues,392,0.690337,0.4485672,1.00,0.00,1.00,0.03,0.02,0.95,0.97,0.45,Am,30.98,27.75,198.22,-45.8900,-1.3900
2106326,Maranhão,      Maracaçumé,393,0.614421,0.6275493,0.99,0.00,1.00,0.00,0.03,0.92,0.90,0.53,Am,46.93,27.72,218.85,-45.9900,-1.9800
2106359,Maranhão,      Marajá do Sena,394,0.556856,0.7957979,0.98,0.00,1.00,0.01,0.07,0.84,0.77,0.51,Aw,208.82,26.94,118.90,-45.6300,-4.7100
2106375,Maranhão,      Maranhãozinho,395,0.531369,0.881931,0.96,0.00,1.00,0.08,0.06,0.86,0.87,0.48,Am,71.87,27.63,211.62,-45.9500,-2.4100
2106508,Maranhão,      Matinha,396,0.677954,0.4750274,0.92,0.00,1.00,0.00,0.03,0.91,0.87,0.26,Am,17.83,27.88,162.40,-45.0000,-3.0700
2106755,Maranhão,      Miranda do Norte,397,1,0,0.93,0.00,1.00,0.00,0.05,0.91,0.87,0.39,Aw,38.96,27.75,142.74,-44.5300,-3.5300
2106805,Maranhão,      Mirinzal,398,0.686644,0.4563586,0.43,0.00,1.00,0.00,0.01,0.97,0.88,0.30,As,36.38,27.71,160.73,-44.8400,-2.0600
2106904,Maranhão,      Monção,399,0.653453,0.5303329,0.91,0.00,1.00,0.08,0.02,0.95,0.93,0.44,Am,19.78,27.91,156.05,-45.3200,-3.4900
2107357,Maranhão,      Nova Olinda do Maranhão,400,0.634943,0.5749443,0.99,0.00,1.00,0.01,0.03,0.92,0.88,0.37,Am,72.42,27.65,186.39,-45.9600,-2.9000
2107407,Maranhão,      Olho d'Água das Cunhãs,401,0.605343,0.6519573,0.98,0.00,1.00,0.00,0.03,0.93,0.90,0.36,Aw,33.51,27.84,141.98,-45.1200,-4.0900
2107456,Maranhão,      Olinda Nova do Maranhão,402,0.626539,0.5960691,0.67,0.00,1.00,0.00,0.01,0.97,0.88,0.38,Am,23.92,27.85,168.33,-45.0100,-2.9800
2107506,Maranhão,      Paço do Lumiar,403,0.535943,0.86587,0.95,0.00,1.00,0.05,0.01,0.97,0.90,0.23,As,25.14,27.74,165.30,-44.1200,-2.5100
2107605,Maranhão,      Palmeirândia,404,0.700401,0.4277535,0.38,0.00,1.00,0.01,0.02,0.94,0.94,0.34,As,22.31,27.84,173.89,-45.0200,-2.6900
2108108,Maranhão,      Paulo Ramos,405,0.650856,0.5364381,1.00,0.00,1.00,0.01,0.02,0.83,0.85,0.47,Aw,123.07,27.39,127.77,-45.3900,-4.5200
