codigo_ibg,UF,MUNIC,DMU,Score,Beta,Área_prop,Orient_tecn,Queimada,Agricultura_ organ,Trabalho_infantil,Laço_parentesco,Financiamento,Sabem_ ler,Köppen,Altitude,T_Mean,R_Mean,X,Y
2108256,Maranhão,      Pedro do Rosário,406,0.635652,0.5731877,0.82,0.00,0.99,0.00,0.02,0.95,0.93,0.43,Am,38.04,27.80,181.82,-45.4300,-2.9900
2108306,Maranhão,      Penalva,407,0.528722,0.8913521,0.89,0.00,0.99,0.00,0.01,0.97,0.95,0.42,Am,16.75,27.92,159.12,-45.2900,-3.2500
2108405,Maranhão,      Peri Mirim,408,0.618093,0.6178788,0.76,0.00,1.00,0.00,0.04,0.90,0.97,0.29,As,15.24,27.86,165.00,-44.9000,-2.5700
2108504,Maranhão,      Pindaré-Mirim,409,0.548507,0.8231302,0.94,0.00,1.00,0.00,0.01,0.98,0.94,0.46,Am,22.07,27.92,152.81,-45.4400,-3.6900
2108603,Maranhão,      Pinheiro,410,0.541815,0.8456489,0.64,0.00,1.00,0.01,0.05,0.87,0.87,0.41,Am,26.73,27.81,181.26,-45.1300,-2.5000
2108702,Maranhão,      Pio XII,411,0.704843,0.4187553,0.89,0.00,1.00,0.00,0.05,0.89,0.96,0.55,Aw,22.50,27.89,147.07,-45.0900,-3.8500
2109056,Maranhão,      Porto Rico do Maranhão,412,0.890481,0.1229885,0.61,0.00,1.00,0.01,0.01,0.98,0.98,0.32,As,17.60,27.78,157.65,-44.6400,-1.8900
2109205,Maranhão,      Presidente Juscelino,413,0.592106,0.6888856,0.46,0.00,1.00,0.00,0.02,0.95,0.93,0.46,Am,41.11,27.68,163.54,-44.0800,-3.0900
2109239,Maranhão,      Presidente Médici,414,0.54572,0.8324422,0.85,0.00,1.00,0.00,0.03,0.93,0.88,0.47,Am,41.78,27.77,214.49,-45.7700,-2.3200
2109270,Maranhão,      Presidente Sarney,415,0.898712,0.112703,0.59,0.00,1.00,0.00,0.04,0.90,0.84,0.36,Am,30.41,27.82,203.95,-45.3600,-2.5900
2109452,Maranhão,      Raposa,416,0.642184,0.5571871,1.00,0.00,1.00,0.01,0.05,0.90,0.98,0.55,As,10.47,27.81,164.77,-44.0900,-2.4300
2109601,Maranhão,      Rosário,417,0.555092,0.8015046,0.27,0.00,1.00,0.08,0.03,0.94,0.96,0.43,Am,24.68,27.77,162.55,-44.2000,-2.9500
2109809,Maranhão,      Santa Helena,418,0.627886,0.5926468,0.75,0.00,1.00,0.01,0.02,0.95,0.94,0.43,Am,23.64,27.84,195.76,-45.3700,-2.4200
2109908,Maranhão,      Santa Inês,419,0.570809,0.7518984,0.98,0.00,1.00,0.01,0.02,0.94,0.92,0.52,Aw,38.90,27.83,144.91,-45.4300,-3.8400
2110005,Maranhão,      Santa Luzia,420,0.61055,0.6378684,0.97,0.00,1.00,0.04,0.04,0.91,0.88,0.53,Aw,168.12,27.19,125.91,-45.9300,-4.2700
2110039,Maranhão,      Santa Luzia do Paruá,421,0.603581,0.6567791,0.98,0.00,1.00,0.11,0.02,0.95,0.84,0.36,Am,39.80,27.79,208.52,-45.7700,-2.5400
2110203,Maranhão,      Santa Rita,422,0.628664,0.590676,0.70,0.00,1.00,0.01,0.01,0.97,0.95,0.53,Am,22.69,27.80,153.56,-44.3200,-3.1600
2110500,Maranhão,      São Bento,423,0.592136,0.6888014,0.92,0.00,1.00,0.00,0.03,0.93,0.97,0.52,Am,22.22,27.84,174.58,-45.0000,-2.8000
2110856,Maranhão,      São Francisco do Brejão,424,0.577348,0.7320565,0.95,0.00,1.00,0.00,0.07,0.85,0.90,0.49,Aw,322.88,26.50,119.36,-47.3500,-5.1600
2111003,Maranhão,      São João Batista,425,1,0,0.63,0.00,0.99,0.00,0.01,0.97,0.99,0.37,Am,6.35,27.92,157.15,-44.7600,-3.0000
2111029,Maranhão,      São João do Carú,426,0.533725,0.8736232,0.86,0.00,1.00,0.00,0.06,0.87,0.81,0.64,Am,97.05,27.58,152.59,-46.3800,-3.5100
2111201,Maranhão,      São José de Ribamar,427,0.70416,0.420132,0.89,0.00,1.00,0.02,0.01,0.98,0.88,0.22,As,11.38,27.81,163.35,-44.0900,-2.5800
2111300,Maranhão,      São Luís,428,1,0,0.87,0.00,1.00,0.07,0.03,0.93,0.97,0.33,Aw,15.09,27.82,169.05,-44.3100,-2.6300
2111508,Maranhão,      São Mateus do Maranhão,429,0.528416,0.8924467,0.90,0.00,1.00,0.00,0.08,0.83,0.88,0.64,Aw,31.49,27.80,141.03,-44.5300,-3.9900
2111532,Maranhão,      São Pedro da Água Branca,430,0.579627,0.7252486,0.99,0.00,1.00,0.00,0.02,0.96,0.96,0.39,Aw,137.29,27.50,146.65,-48.3700,-5.1300
2111706,Maranhão,      São Vicente Ferrer,431,1,0,0.89,0.00,1.00,0.00,0.01,0.98,0.95,0.47,Aw,22.00,27.85,168.60,-44.9400,-2.8800
2111722,Maranhão,      Satubinha,432,0.532055,0.8795062,0.96,0.00,1.00,0.00,0.04,0.90,0.97,0.58,Aw,31.49,27.86,143.69,-45.2600,-3.9400
2111763,Maranhão,      Senador La Rocque,433,0.580522,0.7225889,0.96,0.00,1.00,0.00,0.04,0.92,0.83,0.55,Aw,248.12,26.86,117.71,-47.1400,-5.3900
2111789,Maranhão,      Serrano do Maranhão,434,0.59566,0.6788098,0.27,0.00,1.00,0.00,0.04,0.91,0.96,0.70,As,26.20,27.76,152.90,-45.0200,-1.8700
2112274,Maranhão,      Tufilândia,435,0.592988,0.6863749,0.96,0.00,1.00,0.01,0.01,0.97,0.89,0.53,Aw,27.94,27.90,147.64,-45.5800,-3.7600
2112407,Maranhão,      Turiaçu,436,1,0,0.78,0.00,0.99,0.00,0.04,0.91,0.97,0.56,Am,33.97,27.74,189.39,-45.4600,-1.7700
2112456,Maranhão,      Turilândia,437,0.592944,0.6865011,0.87,0.00,1.00,0.00,0.01,0.97,0.94,0.56,Am,25.61,27.82,198.45,-45.4400,-2.1600
2112803,Maranhão,      Viana,438,0.757812,0.3195877,0.83,0.00,0.99,0.05,0.03,0.93,0.87,0.39,Am,15.95,27.90,158.89,-45.0000,-3.1600
2112852,Maranhão,      Vila Nova dos Martírios,439,0.822297,0.216106,1.00,0.00,1.00,0.00,0.03,0.92,0.89,0.33,Aw,198.92,27.18,138.19,-48.0800,-5.0700
2112902,Maranhão,      Vitória do Mearim,440,0.653133,0.531081,0.78,0.00,1.00,0.02,0.03,0.94,0.94,0.39,Am,13.17,27.92,149.16,-44.9200,-3.5700
2113009,Maranhão,      Vitorino Freire,441,0.586469,0.7051196,0.96,0.00,1.00,0.01,0.04,0.88,0.87,0.55,Aw,52.65,27.76,135.02,-45.3100,-4.2400
2114007,Maranhão,      Zé Doca,442,0.593256,0.6856131,0.90,0.00,1.00,0.00,0.03,0.91,0.91,0.48,Am,72.66,27.67,161.28,-45.9100,-3.2600
5100250,Mato Grosso,      Alta Floresta,443,0.854742,0.1699441,0.95,0.00,1.00,0.01,0.02,0.95,0.95,0.12,Am,294.85,26.31,252.69,-56.3700,-10.0600
5100359,Mato Grosso,      Alto Boa Vista,444,0.767663,0.3026553,0.43,0.00,1.00,0.00,0.07,0.87,0.96,0.13,Aw,324.53,26.00,169.37,-51.7500,-11.8100
5100508,Mato Grosso,      Alto Paraguai,445,0.671526,0.4891451,0.87,0.00,1.00,0.00,0.03,0.95,0.74,0.18,Aw,295.81,25.35,126.19,-56.6600,-14.7600
5100805,Mato Grosso,      Apiacás,446,1,0,0.92,0.00,1.00,0.00,0.05,0.90,0.83,0.62,Am,220.66,26.63,247.82,-57.8300,-8.7500
5101258,Mato Grosso,      Araputanga,447,1,0,0.97,0.00,1.00,0.00,0.05,0.88,0.83,0.37,Aw,368.55,24.78,133.81,-58.4600,-15.2600
5101308,Mato Grosso,      Arenápolis,448,0.654473,0.5279462,0.98,0.00,1.00,0.00,0.04,0.91,0.84,0.36,Aw,279.70,25.47,135.96,-56.8600,-14.5100
5101407,Mato Grosso,      Aripuanã,449,1,0,0.96,0.26,1.00,0.01,0.06,0.87,0.96,0.34,Am,226.63,26.21,235.87,-59.8400,-10.1900
5101704,Mato Grosso,      Barra do Bugres,450,0.768537,0.3011738,0.98,0.00,1.00,0.01,0.00,0.97,0.88,0.26,Aw,265.24,25.33,127.31,-57.5600,-15.0700
5101852,Mato Grosso,      Bom Jesus do Araguaia,451,0.79036,0.265246,0.91,0.00,1.00,0.00,0.07,0.85,0.93,0.27,Aw,328.77,25.90,171.29,-51.7400,-12.2200
5101902,Mato Grosso,      Brasnorte,452,0.930262,0.07496642,0.95,0.00,1.00,0.03,0.02,0.96,0.86,0.28,Am,338.27,25.62,201.23,-58.0000,-12.4200
5102694,Mato Grosso,      Canabrava do Norte,453,0.643853,0.5531501,0.93,0.00,1.00,0.14,0.04,0.91,0.77,0.43,Aw,244.82,26.50,174.34,-51.8200,-11.2000
5102702,Mato Grosso,      Canarana,454,1,0,0.96,0.00,1.00,0.01,0.04,0.92,0.73,0.34,Aw,353.73,25.53,181.82,-52.4000,-13.3300
5102793,Mato Grosso,      Carlinda,455,0.684451,0.4610252,0.98,0.00,1.00,0.01,0.05,0.90,0.95,0.23,Am,278.83,26.41,251.14,-55.8300,-10.1100
5102850,Mato Grosso,      Castanheira,456,0.796445,0.2555797,0.90,0.00,1.00,0.00,0.06,0.88,0.92,0.37,Am,297.05,25.99,234.89,-58.6100,-10.9500
5103056,Mato Grosso,      Cláudia,457,0.952593,0.04976654,0.94,0.00,1.00,0.02,0.03,0.94,0.87,0.09,Am,343.14,25.96,225.56,-55.0500,-11.4500
5103205,Mato Grosso,      Colíder,458,0.698022,0.43262,0.98,0.00,1.00,0.00,0.04,0.92,0.84,0.18,Am,306.55,26.24,242.01,-55.4700,-10.6300
5103254,Mato Grosso,      Colniza,459,0.986349,0.01383984,0.98,0.00,0.99,0.00,0.08,0.82,0.86,0.29,Am,152.71,26.52,239.46,-60.3000,-9.2900
5103304,Mato Grosso,      Comodoro,460,0.882445,0.1332147,0.71,0.00,1.00,0.01,0.04,0.90,0.80,0.29,Am,425.59,24.94,190.03,-59.7500,-13.2000
5103353,Mato Grosso,      Confresa,461,0.638046,0.5672847,0.93,0.00,1.00,0.00,0.06,0.87,0.94,0.29,Aw,281.75,26.45,182.50,-51.7000,-10.4000
5103361,Mato Grosso,      Conquista D'Oeste,462,1,0,0.94,0.00,1.00,0.01,0.06,0.86,0.79,0.24,Am,498.48,24.35,155.29,-59.3300,-14.6400
5103379,Mato Grosso,      Cotriguaçu,463,0.874126,0.1440001,0.86,0.00,1.00,0.00,0.05,0.90,0.93,0.32,Am,235.25,26.40,252.42,-58.6800,-9.5400
5103437,Mato Grosso,      Curvelândia,464,0.591753,0.6898932,0.98,0.00,1.00,0.01,0.04,0.91,0.90,0.66,Aw,172.65,25.53,118.44,-57.8800,-15.6200
5103452,Mato Grosso,      Denise,465,0.562171,0.7788174,1.00,0.00,1.00,0.00,0.00,0.99,0.96,0.06,Aw,215.77,25.68,129.17,-56.9600,-14.7200
5103502,Mato Grosso,      Diamantino,466,1,0,0.81,0.00,1.00,0.07,0.03,0.88,0.82,0.19,Aw,475.88,24.75,152.76,-56.8000,-14.1000
5103700,Mato Grosso,      Feliz Natal,467,1,0,0.64,0.00,1.00,0.02,0.01,0.99,0.91,0.08,Am,337.95,25.92,209.37,-54.1700,-11.9200
5103809,Mato Grosso,      Figueirópolis D'Oeste,468,0.656558,0.5230936,1.00,0.00,1.00,0.00,0.05,0.89,0.87,0.30,Aw,243.59,25.19,132.58,-58.7000,-15.5300
5103858,Mato Grosso,      Gaúcha do Norte,469,1,0,0.96,0.00,1.00,0.01,0.01,0.97,0.79,0.08,Am,358.96,25.60,193.76,-53.4600,-13.0000
5103957,Mato Grosso,      Glória D'Oeste,470,0.718253,0.3922669,0.98,0.00,1.00,0.00,0.01,0.98,0.94,0.12,Aw,186.76,25.36,121.22,-58.3200,-15.8400
5104104,Mato Grosso,      Guarantã do Norte,471,0.7285,0.3726842,0.73,0.00,1.00,0.01,0.12,0.75,0.84,0.78,Am,382.93,26.06,244.76,-54.6200,-9.7800
5104500,Mato Grosso,      Indiavaí,472,1,0,0.97,0.00,1.00,0.00,0.08,0.81,0.89,0.17,Aw,304.02,25.01,134.67,-58.6000,-15.3300
5104526,Mato Grosso,      Ipiranga do Norte,473,0.929343,0.07602935,0.86,0.00,1.00,0.03,0.02,0.95,0.57,0.11,Am,368.95,25.70,210.95,-56.0600,-12.0100
5104542,Mato Grosso,      Itanhangá,474,1,0,0.63,0.00,1.00,0.00,0.04,0.91,0.97,0.06,Am,319.20,25.85,203.16,-56.7600,-12.1400
5104559,Mato Grosso,      Itaúba,475,1,0,0.98,0.00,1.00,0.00,0.02,0.97,0.96,0.34,Am,344.96,25.99,233.55,-55.5900,-11.1100
5105002,Mato Grosso,      Jauru,476,0.640401,0.561522,0.99,0.00,1.00,0.00,0.07,0.86,0.90,0.54,Aw,405.79,24.58,139.05,-58.8700,-15.3100
5105101,Mato Grosso,      Juara,477,0.962686,0.03875991,0.98,0.00,1.00,0.01,0.04,0.91,0.83,0.30,Am,314.93,25.99,234.88,-57.6200,-11.0200
5105150,Mato Grosso,      Juína,478,0.85471,0.1699874,0.99,0.00,1.00,0.03,0.04,0.90,0.89,0.27,Am,352.33,25.59,219.09,-59.3300,-11.5300
5105176,Mato Grosso,      Juruena,479,0.796044,0.2562122,0.79,0.00,1.00,0.01,0.11,0.77,0.91,0.34,Am,256.59,26.23,245.23,-58.5900,-10.3600
5105234,Mato Grosso,      Lambari D'Oeste,480,0.753776,0.3266541,0.88,0.00,1.00,0.01,0.01,0.92,0.88,0.79,Aw,179.80,25.58,122.28,-57.7800,-15.3700
5105507,Mato Grosso,      Vila Bela da Santíssima Trindade,481,1,0,0.97,0.00,1.00,0.01,0.01,0.96,0.84,0.21,Am,264.89,25.06,154.76,-59.9900,-15.1900
5105580,Mato Grosso,      Marcelândia,482,1,0,0.97,0.00,1.00,0.01,0.07,0.84,0.88,0.26,Am,343.76,26.08,223.37,-54.0500,-10.8900
5105606,Mato Grosso,      Matupá,483,0.850239,0.1761394,0.93,0.00,1.00,0.03,0.08,0.83,0.88,0.23,Am,345.07,26.20,237.24,-54.3500,-10.0200
5105622,Mato Grosso,      Mirassol d'Oeste,484,0.643653,0.5536313,0.96,0.00,1.00,0.11,0.08,0.83,0.96,0.25,Aw,226.30,25.28,120.14,-58.0500,-15.6500
5106000,Mato Grosso,      Nortelândia,485,0.716444,0.3957818,0.94,0.00,1.00,0.00,0.01,0.98,0.47,0.44,Aw,369.17,25.14,141.84,-56.7200,-14.3500
5106158,Mato Grosso,      Nova Bandeirantes,486,1,0,0.90,0.00,1.00,0.00,0.03,0.93,0.94,0.21,Am,256.56,26.36,252.09,-58.0800,-9.7700
5106182,Mato Grosso,      Nova Lacerda,487,1,0,1.00,0.00,1.00,0.01,0.02,0.95,0.71,0.48,Am,348.85,24.98,168.12,-59.7700,-14.3000
5106190,Mato Grosso,      Nova Santa Helena,488,0.941359,0.06229409,0.99,0.00,1.00,0.02,0.01,0.98,0.86,0.14,Am,365.96,25.96,233.96,-54.9100,-10.9200
5106216,Mato Grosso,      Nova Canaã do Norte,489,0.806934,0.2392586,0.97,0.00,1.00,0.00,0.03,0.92,0.86,0.46,Am,308.28,26.19,242.55,-56.0400,-10.7000
5106232,Mato Grosso,      Nova Olímpia,490,1,0,0.81,0.00,1.00,0.01,0.04,0.76,0.94,0.23,Aw,242.20,25.52,132.19,-57.4000,-14.7800
5106240,Mato Grosso,      Nova Ubiratã,491,1,0,0.95,0.00,1.00,0.05,0.04,0.90,0.76,0.17,Aw,399.15,25.41,196.32,-54.7700,-12.9900
5106265,Mato Grosso,      Novo Mundo,492,0.86051,0.1621014,0.94,0.00,1.00,0.00,0.06,0.86,0.82,0.40,Am,313.86,26.33,251.58,-55.4000,-9.7500
5106273,Mato Grosso,      Novo Horizonte do Norte,493,0.662984,0.5083328,0.98,0.00,1.00,0.00,0.05,0.90,0.71,0.24,Am,291.50,26.06,226.07,-57.3100,-11.3800
5106299,Mato Grosso,      Paranaíta,494,0.797811,0.2534289,0.93,0.00,1.00,0.00,0.06,0.87,0.86,0.64,Am,263.21,26.48,255.10,-56.6800,-9.5900
5106307,Mato Grosso,      Paranatinga,495,1,0,0.97,0.00,1.00,0.03,0.05,0.86,0.93,0.29,Aw,442.69,25.05,184.09,-54.1100,-13.6800
5106422,Mato Grosso,      Peixoto de Azevedo,496,0.889972,0.1236303,0.97,0.00,1.00,0.00,0.03,0.93,0.83,0.27,Am,337.64,26.23,221.52,-53.5900,-10.1500
5106752,Mato Grosso,      Pontes e Lacerda,497,0.851429,0.1744954,0.98,0.00,1.00,0.00,0.04,0.90,0.82,0.18,Aw,351.90,24.68,144.15,-59.4600,-15.5200
5106778,Mato Grosso,      Porto Alegre do Norte,498,0.6776,0.4757964,0.99,0.00,1.00,0.01,0.09,0.78,0.77,0.31,Aw,218.93,26.68,175.84,-51.7100,-10.8200
5106802,Mato Grosso,      Porto dos Gaúchos,499,0.906949,0.1025982,0.95,0.00,1.00,0.00,0.02,0.95,0.91,0.22,Am,338.14,25.85,215.57,-56.7500,-11.7300
5106828,Mato Grosso,      Porto Esperidião,500,0.804567,0.2429047,0.97,0.00,1.00,0.00,0.06,0.86,0.97,0.30,Aw,274.30,24.91,130.42,-58.9800,-15.9600
5107065,Mato Grosso,      Querência,501,1,0,0.94,0.00,1.00,0.09,0.02,0.94,0.59,0.29,Am,323.95,25.94,191.43,-52.7400,-12.1600
5107107,Mato Grosso,      São José dos Quatro Marcos,502,0.647915,0.5434112,0.97,0.00,1.00,0.01,0.06,0.87,0.83,0.20,Aw,213.95,25.34,125.16,-58.3000,-15.5700
5107156,Mato Grosso,      Reserva do Cabaçal,503,0.966686,0.03446211,1.00,0.00,1.00,0.14,0.04,0.90,0.86,0.36,Aw,538.36,24.18,140.69,-58.4600,-14.9300
5107180,Mato Grosso,      Ribeirão Cascalheira,504,0.798252,0.2527374,0.91,0.00,1.00,0.00,0.05,0.88,0.84,0.29,Aw,287.98,25.94,171.39,-51.5700,-12.8700
5107206,Mato Grosso,      Rio Branco,505,0.669135,0.4944677,1.00,0.00,1.00,0.00,0.01,0.97,0.89,0.30,Aw,314.62,25.02,128.55,-58.1500,-15.2700
5107248,Mato Grosso,      Santa Carmem,506,0.914397,0.09361685,0.95,0.00,1.00,0.01,0.04,0.89,0.73,0.14,Am,353.73,25.83,214.88,-54.9000,-11.9400
5107263,Mato Grosso,      Santo Afonso,507,0.718216,0.3923394,0.99,0.00,1.00,0.00,0.02,0.95,0.90,0.29,Aw,335.72,25.22,141.72,-57.3400,-14.4500
5107305,Mato Grosso,      São José do Rio Claro,508,0.735644,0.3593535,0.85,0.00,1.00,0.00,0.01,0.95,0.79,0.40,Aw,387.83,25.25,170.91,-56.8100,-13.5500
5107354,Mato Grosso,      São José do Xingu,509,1,0,1.00,0.01,1.00,0.01,0.06,0.87,0.85,0.18,Am,310.45,26.28,198.39,-52.6200,-10.7000
5107578,Mato Grosso,      Rondolândia,510,1,0,0.99,0.00,1.00,0.05,0.07,0.84,0.92,0.25,Am,200.94,26.10,215.29,-61.0100,-10.4600
5107743,Mato Grosso,      Santa Cruz do Xingu,511,1,0,0.99,0.00,1.00,0.03,0.03,0.93,0.84,0.14,Am,299.87,26.43,202.79,-52.5400,-10.0700
5107750,Mato Grosso,      Salto do Céu,512,0.755076,0.3243702,0.99,0.00,1.00,0.00,0.07,0.84,0.80,0.39,Aw,386.98,24.79,132.57,-58.0500,-15.0500
5107776,Mato Grosso,      Santa Terezinha,513,0.860295,0.1623926,0.96,0.00,1.00,0.00,0.02,0.95,0.78,0.48,Aw,222.87,26.73,167.86,-50.7900,-10.3300
5107859,Mato Grosso,      São Félix do Araguaia,514,0.895857,0.1162495,0.98,0.00,1.00,0.00,0.06,0.86,0.83,0.38,Aw,276.07,26.30,175.35,-51.9700,-11.4500
5107909,Mato Grosso,      Sinop,515,0.766028,0.3054348,0.75,0.00,1.00,0.01,0.03,0.92,0.89,0.15,Am,357.45,25.83,219.86,-55.5000,-11.7100
5107925,Mato Grosso,      Sorriso,516,0.923724,0.0825744,0.78,0.00,1.00,0.02,0.04,0.93,0.55,0.20,Aw,387.27,25.49,197.38,-55.6800,-12.7400
5107941,Mato Grosso,      Tabaporã,517,0.87059,0.1486459,0.94,0.00,1.00,0.01,0.06,0.87,0.92,0.34,Am,358.20,25.87,230.39,-56.5000,-11.2100
5107958,Mato Grosso,      Tangará da Serra,518,1,0,0.91,0.00,1.00,0.02,0.05,0.88,0.88,0.27,Aw,560.80,24.24,151.81,-58.3200,-14.4200
5108006,Mato Grosso,      Tapurah,519,1,0,0.83,0.01,1.00,0.00,0.00,0.98,0.60,0.24,Aw,340.49,25.69,196.00,-56.5300,-12.5700
5108055,Mato Grosso,      Terra Nova do Norte,520,0.658338,0.5189776,0.98,0.00,1.00,0.06,0.04,0.91,0.78,0.29,Am,323.39,26.21,241.14,-54.9800,-10.5100
5108303,Mato Grosso,      União do Sul,521,0.931737,0.0732644,0.97,0.00,1.00,0.00,0.01,0.97,0.88,0.11,Am,342.35,25.97,219.63,-54.3200,-11.5300
5108352,Mato Grosso,      Vale de São Domingos,522,0.675076,0.4813141,0.87,0.00,1.00,0.00,0.05,0.89,0.86,0.16,Aw,550.59,24.09,147.03,-58.9600,-14.9800
5108501,Mato Grosso,      Vera,523,0.874367,0.1436848,0.78,0.00,1.00,0.05,0.08,0.81,0.83,0.32,Aw,382.40,25.59,202.28,-55.3500,-12.4200
5108600,Mato Grosso,      Vila Rica,524,0.760512,0.3149029,0.96,0.00,1.00,0.01,0.07,0.86,0.82,0.39,Aw,290.38,26.47,183.34,-51.4000,-9.9800
5108808,Mato Grosso,      Nova Guarita,525,0.658523,0.5185487,0.87,0.00,1.00,0.03,0.03,0.94,0.86,0.12,Am,276.55,26.43,246.04,-55.3400,-10.2900
5108857,Mato Grosso,      Nova Marilândia,526,0.714079,0.400405,0.91,0.00,1.00,0.01,0.04,0.90,0.75,0.49,Aw,412.34,24.94,146.45,-57.2600,-14.2900
5108907,Mato Grosso,      Nova Maringá,527,1,0,0.91,0.00,1.00,0.00,0.02,0.96,0.88,0.36,Aw,347.30,25.57,190.39,-57.2200,-12.7800
5108956,Mato Grosso,      Nova Monte Verde,528,0.882678,0.132916,0.99,0.00,1.00,0.01,0.01,0.96,0.82,0.25,Am,278.73,26.33,252.45,-57.2500,-9.9700
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
